id;pkey;issuenum;pruject;Reporter;assignee;creator;issuetype;summary;description;environment;priority;resolution;issuestatus;created;updated;duedate;resulutiondate;votes;watches;timeestimate;timeoriginalestimate;timespent;worklflow_id;security;fixfor;component;archievedby;archiveddate;archived
366396;;3065;12253;b000435;b000435;b000435;10001;"FA-Schaden (Sach): RAS-Fehlerprotokoll S1731028 ""BAN manuell erfassen, da Erfassungssatz auf der Datei"" auf der Datei""";"Bei dem Fehlerprotokoll wird nach dem Spoolkz = A (Junge Leute) gefiltert und Junge Leute haben wir nicht mehr im Bestand. Somit ist das Protokoll wohl leer.   Müsste mit dem Spoolkz. ""D"" laufen.    ";;3.0;10000.0;10002;2024-01-18 13:53:08.017;2024-08-16 12:30:01;2024-05-02 00:00:00.000;2024-08-16 12:30:01;0;2;;0.0;25200;791210;;;;;;N
366410;;11056;11302;b001411;b003069;b001411;10100;FfdZ-IDXXXX.X-Allgemein FfdZ Buchung;Buchungsticket für allgemeine Arbeiten an dem Thema: {*}F{*}it {*}f{*}ür {*}d{*}ie {*}Z{*}ukunft, die keiner Einzelmaßnahme konkret zugeordnet werden können.   Zum Beispiel: Initialworkshops, Vorstudien, etc.      ;;3.0;;10004;2024-01-18 14:18:19;2024-07-22 17:04:53.007;;;0;1;;0.0;492600;840029;;;;;;N
366490;;3119;12254;b002008;b001034;b002008;10101; WA 2024 SAP Vorsysteme - Systemadministration/Betreuung - WMe; WA 2024 SAP Vorsysteme - Systemadministration/Betreuung - WMe;;3.0;;10700;2024-01-19 08:41:56;2024-06-07 20:42:00;2024-12-31 00:00:00.000;;0;1;136800.0;123120.0;13680;780802;;;;;;N
366492;;3120;12254;b002008;b001034;b002008;10101; WA 2024 SAP-Basis - verschieden Aktivitäten - Wme; WA 2024 SAP-Basis - verschieden Aktivitäten - Wme;;3.0;;10700;2024-01-19 08:44:31;2024-09-26 13:21:55;2024-12-31 00:00:00.000;;0;1;136800.0;123120.0;13680;780803;;;;;;N
366493;;3121;12254;b002008;b001034;b002008;10101; WA 2024 SAP Basis - Infrastruktur allg. Support - Wme; WA 2024 SAP Basis - Infrastruktur allg. Support - Wme;;3.0;;10700;2024-01-19 08:46:09;2024-09-24 15:50:14;2024-12-31 00:00:00.000;;0;1;273600.0;123120.0;150480;780804;;;;;;N
366497;;3123;12254;b002008;b001037;b002008;10101; WA 2024 SAP-Basis - verschieden Aktivitäten - JP; WA 2024 SAP-Basis - verschieden Aktivitäten - JP;;3.0;;10700;2024-01-19 08:52:34;2024-09-20 14:11:08;2024-12-31 00:00:00.000;;0;1;136800.0;0.0;208800;780806;;;;;;N
366511;;3124;12254;b002008;b001420;b002008;10101; WA 2024 SAP-Basis - Service Manager - LE;WA 2024 SAP-Basis - Service Manager - LE;;3.0;;10700;2024-01-19 09:26:29;2024-09-19 08:36:46;2024-12-31 00:00:00.000;;0;1;547200.0;162000.0;669600;780807;;;;;;N
366512;;3125;12254;b002008;b000950;b002008;10101;WA 2024 SAP Basis - Service Manager - AK; WA 2024 SAP Basis - Service Manager - AK;;3.0;;10700;2024-01-19 09:28:03;2024-09-26 18:40:00;2024-12-31 00:00:00.000;;0;1;1094400.0;641520.0;452880;780808;;;;;;N
366513;;3126;12254;b002008;b002240;b002008;10101; WA 2024 SAP Basis - Service Manager - PE; WA 2024 SAP Basis - Service Manager - PE;;3.0;;10700;2024-01-19 09:29:31;2024-08-30 15:16:05;2024-12-31 00:00:00.000;;0;1;820800.0;324000.0;496800;780809;;;;;;N
366567;;2620;12252;b001779;b000523;b001779;10100;Zeitbuchung Wartung ElektrA.net 2024, Reinhart, Werner ;Alle allgemeinen Wartungstätigkeiten für ElektrA.net;;3.0;;10700;2024-01-19 12:14:53;2024-09-27 15:39:01.083;;;0;1;1231200.0;957240.0;273960;787870;;;;;;N
366568;;2621;12252;b001779;b000523;b001779;10100;Zeitbuchung Aktivitäten für ElektrA SHUKRS 2024 - Reinhart, Werner ;;;3.0;;10700;2024-01-19 12:16:34;2024-09-27 15:42:58;;;0;1;2052000.0;1385280.0;666720;787871;;;;;;N
366571;;547;20200;b003069;b003069;b003069;10100;Power BI: Einführung Prozess- und Datenmanagement in Power BI;Im Auftrag von Michael wird der Kontakt zu Prozess- und Datenmanagement (PDM) hergestellt.  * Schulungen für den Bereich PDM (das gesamte Team) zu Power BI (Desktop & Service)  * Klärung von Fragen, Vermittlung von Best Practices  * Definition wie PDM uns künftig konkret unterstützen kann (z.B. 1st Level Support, Priorisierung von Anforderungen etc.)  * Termin 18.01. (1h ohne Vor/Nacharbeit)  * Folgetermin 15.02. (2h ohne Vor/Nacharbeit)  * Laufende Unterstützung, Klärungen von Fragen (Zeitbedarf ?);;3.0;10000.0;10002;2024-01-19 12:36:32;2024-08-29 08:53:41;;2024-07-09 14:12:15;0;4;;0.0;126000;771333;;;;;;N
366708;;3005;12251;b000904;b001617;b000904;10100;Zeitbuchung LV und Steuer;Zeitbuchungsticket für produktsteuerliche Themen bzgl. steuerliche Systeme im HOST  Dieses Ticket ersetzt LVST2021-2582, da Zeitbuchungen in LVST2021 nicht mehr möglich sind.;;3.0;;10000;2024-01-22 10:00:32;2024-08-26 14:40:56;;;0;1;0.0;0.0;1159200;808226;;;;;;N
367006;;3130;12254;b002008;b002008;b002008;10101; WA 2024 SAP Kostenrechnung Wartungsaufgaben - KS; WA 2024 SAP Kostenrechnung Wartungsaufgaben - KS;;3.0;;10700;2024-01-23 07:47:11;2024-09-05 07:36:15;2024-12-31 00:00:00.000;;0;1;1094400.0;722880.0;371520;780810;;;;;;N
367007;;3131;12254;b002008;b000950;b002008;10101;FIN-3070 / WA 2024 SAP Kostenrechnung Wartungsaufgaben - AK;FIN-3070 / WA 2024 SAP Kostenrechnung Wartungsaufgaben - AK;;3.0;;10700;2024-01-23 07:50:43;2024-08-15 14:54:42.000;2024-12-31 00:00:00.000;;0;1;27360.0;0.0;55800;780811;;;;;;N
367008;;3132;12254;b002008;b002294;b002008;10101; WA 2024 SAP Kostenrechnung Wartungsaufgaben - LR; WA 2024 SAP Kostenrechnung Wartungsaufgaben - LR;;3.0;;10700;2024-01-23 07:52:51.020;2024-08-09 16:54:48;2024-12-31 00:00:00.000;;0;1;1368000.0;261000.0;1107000;780812;;;;;;N
367010;;3134;12254;b002008;b000950;b002008;10101; WA 2024 SAP Kredi-/Debi Wartungsaufgaben - AK; WA 2024 SAP Kredi-/Debi Wartungsaufgaben - AK;;3.0;;10700;2024-01-23 07:56:51;2024-09-26 18:39:38.013;2024-12-31 00:00:00.000;;0;1;273600.0;12960.0;260640;780814;;;;;;N
367012;;3136;12254;b002008;b002008;b002008;10101; WA 2024 SAP Kredi-/Debi Wartungsaufgaben - KS; WA 2024 SAP Kredi-/Debi Wartungsaufgaben - KS;;3.0;;10700;2024-01-23 08:00:08;2024-07-31 06:47:43;2024-12-31 00:00:00.000;;0;1;136800.0;109800.0;27000;780815;;;;;;N
367015;;3137;12254;b002008;b002121;b002008;10101; WA 2024 SAP BI Systemadministration/Betreuung - US; WA 2024 SAP BI Systemadministration/Betreuung - US;;3.0;;10700;2024-01-23 08:07:10;2024-06-07 08:43:50;2024-12-31 00:00:00.000;;0;1;2462400.0;1976400.0;486000;780816;;;;;;N
367018;;3138;12254;b002008;b000950;b002008;10101; WA 2024 SAP BI Systemadministration/Betreuung - AK; WA 2024 SAP BI Systemadministration/Betreuung - AK;;3.0;;10700;2024-01-23 08:14:25;2024-09-27 19:07:12;2024-12-31 00:00:00.000;;0;1;136800.0;0.0;673920;780817;;;;;;N
367021;;3140;12254;b002008;b002240;b002008;10101; WA 2024 SAP BI Systemadministration/Betreuung - PE; WA 2024 SAP BI Systemadministration/Betreuung - PE;;3.0;;10700;2024-01-23 08:19:09;2024-08-30 15:16:47;2024-12-31 00:00:00.000;;0;1;547200.0;36000.0;511200;780818;;;;;;N
367024;;3142;12254;b002008;b000950;b002008;10101; WA 2024 SAP Hauptbuch Wartungsaufgaben - AK; WA 2024 SAP Hauptbuch Wartungsaufgaben - AK;;3.0;;10000;2024-01-23 08:26:42;2024-09-27 19:07:22;2024-12-31 00:00:00.000;;0;1;547200.0;238680.0;308520;778223;;;;;;N
367029;;3144;12254;b002008;b002008;b002008;10101; WA 2024 SAP Hauptbuch Wartungsaufgaben - KS; WA 2024 SAP Hauptbuch Wartungsaufgaben - KS;;3.0;;10700;2024-01-23 08:35:44;2024-07-31 06:47:23;2024-12-31 00:00:00.000;;0;1;136800.0;129600.0;7200;780819;;;;;;N
367040;;3146;12254;b002008;b001420;b002008;10101; WA 2024 SAP MM - Marketing Management System - LE; WA 2024 SAP MM - Marketing Management System - LE;;3.0;;10700;2024-01-23 09:03:28.003;2024-09-19 08:37:17;2024-12-31 00:00:00.000;;0;1;684000.0;208800.0;957600;780820;;;;;;N
367041;;3147;12254;b002008;b002240;b002008;10101; WA 2024 SAP MM - Marketing Management System - PE; WA 2024 SAP MM - Marketing Management System - PE;;3.0;;10700;2024-01-23 09:05:10;2024-08-30 15:17:44;2024-12-31 00:00:00.000;;0;1;191520.0;112320.0;79200;780821;;;;;;N
367094;;3073;12253;b000067;b000067;b000067;10100;KFZ: Fachkonzept;Erstellung des Fachkonzepts für den Tarif;;3.0;10000.0;10002;2024-01-23 11:08:57;2024-06-17 08:15:14;;2024-06-06 13:16:37;0;3;;0.0;300600;790987;;;;;;N
367141;;3148;12254;b002008;b002008;b002008;10101; WA 2024 SAP-Basis - Aktivitäten für WP, Revision, IKS, CCoE - KS; WA 2024 SAP-Basis - Aktivitäten für WP, Revision, IKS, CCoE - KS;;3.0;;10700;2024-01-23 12:21:50;2024-09-05 07:35:43;2024-12-31 00:00:00.000;;0;1;1368000.0;287280.0;1080720;780822;;;;;;N
367142;;3149;12254;b002008;b000950;b002008;10101; WA 2024 SAP-Basis - Aktivitäten für WP, Revision, IKS, CCoE - AK; WA 2024 SAP-Basis - Aktivitäten für WP, Revision, IKS, CCoE - AK;;3.0;;10700;2024-01-23 12:23:17;2024-09-27 19:07:00;2024-12-31 00:00:00.000;;0;1;547200.0;76320.0;470880;780823;;;;;;N
367254;;3152;12254;b002008;b002008;b002008;10101; WA 2024 SAP Basis - Berechtigungspflege - KS; WA 2024 SAP Basis - Berechtigungspflege - KS;;3.0;;10700;2024-01-24 07:07:20;2024-09-05 07:35:27;2024-12-31 00:00:00.000;;0;1;1641600.0;601920.0;1039680;780825;;;;;;N
367257;;3154;12254;b002008;b002240;b002008;10101; WA 2024 SAP Basis - verschieden Aktivitäten - PE; WA 2024 SAP Basis - verschieden Aktivitäten - PE;;3.0;;10700;2024-01-24 07:10:00;2024-08-30 15:14:19;2024-12-31 00:00:00.000;;0;1;547200.0;284400.0;262800;780826;;;;;;N
367263;;3155;12254;b002008;b002240;b002008;10101; WA 2024 SAP Basis - Infrastruktur allg. Support - PE; WA 2024 SAP Basis - Infrastruktur allg. Support - PE;;3.0;;10700;2024-01-24 07:11:45;2024-08-30 15:14:47;2024-12-31 00:00:00.000;;0;1;273600.0;100800.0;172800;780827;;;;;;N
367264;;3156;12254;b002008;b002121;b002008;10101;WA 2024 SAP-Basis - LeanIx Aktivitäten- US;WA 2024 SAP-Basis - LeanIx Aktivitäten- US;;3.0;;10700;2024-01-24 07:13:28;2024-06-05 08:54:37;2024-12-31 00:00:00.000;;0;1;136800.0;57600.0;79200;780828;;;;;;N
367275;;3158;12254;b002008;b000950;b002008;10101; WE 2024 Optimierungen S/4 - AK; WE 2024 Optimierungen S/4 - AK;;3.0;;10700;2024-01-24 07:17:07;2024-09-05 15:53:35;2024-12-31 00:00:00.000;;0;1;820800.0;447840.0;372960;780830;;;;;;N
367290;;556;20200;b003069;b003069;b003069;10100;Best Practices von Btelligent in Confluence erfassen für alles (auch nicht Managed BI Projekte);h4. Es sollen die in der Schulung von Btelligent im Dezember mitgenommenen Best Practices für Power BI in Confluence dokumentiert werden.   Diese werden von der aktuellen Erfassung in Stichpunkten in Kurzanleitungen/Cluster überführt und je nach Art entweder bei den Best Practices für alle Power BI Entwickler (inkl. Self Service), derzeit erfasst unter: [Best Practices (bitte beachten) - AE-BI/Analytics Competence Center - NVG Wiki|https://architektur/wiki/pages/viewpage.action?pageId=339714443]  oder  unter [Power BI Entwickler - AE-BI/Analytics Competence Center - NVG Wiki|https://architektur/wiki/display/ACC/Power+BI+Entwickler] erfasst, wenn die Best Practice nur für Managed BI Projekte (BIACC Entwickler) relevant ist. Dies ist dazu gedacht die SelfService Nutzer nicht mit Informationen zu überladen (daher werden diesen nur die für SelfService benötigten Informationen in Datamanagement bereitgestellt. BIACC Entwickler achten zusätzlich auf die Informationen im BIACC Confluence Bereich).  {+}*Abgrenzung*{+}: Themen, die in Aufgaben für PV/Lead resultieren sind nicht Teil dieses Tickets und werden als eigenständige Tickets erfasst.;;3.0;;10700;2024-01-24 08:35:05;2024-07-09 14:14:01;;;0;1;;0.0;37800;771636;;;;;;N
367333;;51;21803;b001136;b001312;b001136;10100;WA 2024 VK-Programm Wartung TS;;;3.0;;10000;2024-01-24 10:19:18;2024-08-09 13:47:26;2024-12-31 00:00:00.000;;0;1;;0.0;93600;780876;;;;;;N
367516;;561;20200;b003069;b003069;b003069;10100;Power BI: Releasemanagement Power BI;* Abstimmung Prozess für PROD-Deployments in Power BI mit Stephan Pfadenhauer & Dali Dimov  * Beantragung System-ID usw. (Deployment Ticket) für Power BI   * Dokumentation des Deployment-Prozesses (und ggf. Info an Projekte)     Die System-ID für Power BI ist in OMNITRACKER angelegt und kann für Produktions-Übertickets verwendet werden.  Die vorläufige Prozessbeschreibung ist hier dokumentiert:  [Release-Management von managed Projekten mit Power BI |https://architektur/wiki/display/DATMGMT/Release-Management+von+managed+Projekten+mit+Power+BI?src=contextnavpagetreemode]  Noch offen sind die Punkte:  * Testbericht aus den einzelnen Aqua-Tests Genau wie bei den JIRA-Tickets gibt es die Möglichkeit in Aqua Lösungsversionen zu erstellen in den Testfällen zu hinterlegen. Eine nach dem durchgeführten Aqua-Test zugeordnete Lösungsversion erscheint jedoch nicht im gewünschten Testbericht. Dazu müsste der Testfall erneut durchgespielt werden. Die Arbeitsweise in den Power BI - Projekten ist aber so, dass zum Zeitpunkt des Aqua-Tests noch nicht klar ist, welche Lösungsversion einzutragen ist.  * Produktions-Übergabe Verfahren zwischen IT-Betrieb und AE-BIACCHier soll es noch eine Abstimmung zwischen Lukas Haßold und Oliver Fünfgelder geben, in dem vereinbart wird, dass und wie AE-BIACC die Produktivsetzung des Datasets selbständig vornimmt.   ;;3.0;;10700;2024-01-25 07:57:39;2024-09-17 07:48:29.007;;;0;4;;23760.0;111960;771638;;;;;;N
367542;;52;21803;b001136;b003069;b001136;10000;440 NZK Freistellung (Zeitbuchung);;;3.0;;10000;2024-01-25 09:44:18;2024-09-20 12:18:59;;;0;2;;0.0;1094040;780877;;;;;;N
367544;;53;21803;b001136;b003069;b001136;10000;440 Stellenbesetzung (Zeitbuchung);;;3.0;;10000;2024-01-25 09:48:20;2024-09-20 12:19:19;;;0;2;;0.0;1320300;780878;;;;;;N
367546;;54;21803;b001136;b003069;b001136;10000;440 Projektmanagement (Zeitbuchung);;;3.0;;10000;2024-01-25 09:48:56;2024-09-27 06:34:02;;;0;2;;0.0;647280;780879;;;;;;N
367643;;3008;12251;b000188;b001539;b000188;10100;2024 WE/WA Weiterentwicklung/Wartung GWG Service Backend und Frontend Zeitbuchungsticket;2024 WE/WA Weiterentwicklung/Wartung GWG Service Backend und Frontend Zeitbuchungsticket für WE/WA-Aufträge ohne Projektzuordnung;;3.0;;10000;2024-01-25 14:27:45;2024-09-20 16:46:01;2024-12-31 00:00:00.000;;0;1;8208000.0;4617360.0;3590640;808228;;;;;;N
367700;;2;21900;b003069;b000690;b003069;10100;Zeitbuchung 2024 Otte;;;3.0;;10700;2024-01-25 15:34:04;2024-09-26 09:50:28.073;2024-06-30 00:00:00.000;;0;1;;0.0;1920600;766603;;;;;;N
367761;;574;20200;b000287;b003069;b000287;10100;NBS 2024;Nürnberger Bonifikationssystem 2024;;3.0;;10000;2024-01-26 08:51:53;2024-07-29 12:23:00;2025-03-01 00:00:00.000;;0;1;2736000.0;2329200.0;406800;770818;;;;;;N
367763;;3;21900;b003069;b003069;b003069;10100;Zeitbuchung 2024 Burden;;;3.0;;10700;2024-01-26 09:01:22;2024-09-26 09:16:33;2024-06-30 00:00:00.000;;0;1;;0.0;1915200;766604;;;;;;N
367764;;4;21900;b003069;b003069;b003069;10100;Zeitbuchung 2024 Schleupner;;;3.0;;10700;2024-01-26 09:01:38;2024-09-26 11:47:59;2024-06-30 00:00:00.000;;0;1;;0.0;2298240;766605;;;;;;N
367765;;5;21900;b003069;b003069;b003069;10100;Zeitbuchung 2024 Lennert;;;3.0;;10700;2024-01-26 09:01:49.013;2024-09-26 10:13:23;2024-06-30 00:00:00.000;;0;1;;188640.0;1425240;766606;;;;;;N
367766;;6;21900;b003069;b000077;b003069;10100;Zeitbuchung 2024 Weingerl;;;3.0;;10700;2024-01-26 09:02:04;2024-07-11 08:57:17;2024-06-30 00:00:00.000;;0;2;;0.0;43200;766607;;;;;;N
367768;;8;21900;b003069;b003069;b003069;10100;Zeitbuchung 2024 Wenzel;;;3.0;;10004;2024-01-26 09:02:21;2024-07-06 11:12:16;2024-06-30 00:00:00.000;;0;1;;0.0;7200;766599;;;;;;N
367772;;12;21900;b003069;b001783;b003069;10100;Zeitbuchung 2024 Gutschner;;;3.0;;10700;2024-01-26 09:02:53;2024-09-25 18:24:30;2024-06-30 00:00:00.000;;0;1;;0.0;473400;766612;;;;;;N
367773;;13;21900;b003069;b002251;b003069;10100;Zeitbuchung 2024 Brand;;;3.0;;10700;2024-01-26 09:03:02;2024-09-26 11:24:45;2024-06-30 00:00:00.000;;0;1;;0.0;246240;766613;;;;;;N
367782;;22;21900;b003069;b003069;b003069;10100;Zeitbuchung 2024 Tayeh;;;3.0;;10700;2024-01-26 09:04:09;2024-09-26 10:14:04;2024-06-30 00:00:00.000;;0;1;410400.0;300960.0;109440;766622;;;;;;N
367789;;575;20200;b000287;b003069;b000287;10100;VICOS Wartung 2024;VICOS Wartung 2024;;3.0;;10000;2024-01-26 09:11:18;2024-07-29 12:23:42;2024-12-31 00:00:00.000;;0;1;5472000.0;3427200.0;2044800;770819;;;;;;N
367794;;3159;12254;b002008;b000950;b002008;10101; WA 2024 SAP-Basis SAP Lizenzen - AK; WA 2024 SAP-Basis SAP Lizenzen - AK;;3.0;;10700;2024-01-26 09:23:35.033;2024-09-27 19:06:53;2024-12-31 00:00:00.000;;0;1;136800.0;0.0;320760;780831;;;;;;N
367802;;3160;12254;b002008;b001420;b002008;10101; WA 2024 SAP MM/SSP/SD - LE; WA 2024 SAP MM/SSP/SD - LE;;3.0;;10700;2024-01-26 09:37:23;2024-09-19 08:37:03;2024-12-31 00:00:00.000;;0;1;410400.0;165600.0;550800;780832;;;;;;N
367807;;3163;12254;b002008;b001420;b002008;10101; WA 2024 SAP COUPA - LE; WA 2024 SAP COUPA - LE;;3.0;;10700;2024-01-26 09:41:33;2024-09-19 08:37:33;2024-12-31 00:00:00.000;;0;1;684000.0;205200.0;975600;780835;;;;;;N
367809;;3164;12254;b002008;b002008;b002008;10101; WA 2024 SAP COUPA - KS; WA 2024 SAP COUPA - KS;;3.0;;10700;2024-01-26 09:42:37;2024-08-29 14:31:49;2024-12-31 00:00:00.000;;0;1;82080.0;74880.0;7200;780836;;;;;;N
367861;;3010;12251;b000124;b001117;b000124;10100;Automatisierung Leben/BU Bestandskundenbefragung bei bestimmten GeVos;"Die bereits laufenden Zufriedenheitsbefragung zu Leben Kundenservice sollen zukünftig bei bestimmten GeVos automatisiert verschickt werden. Hierbei müssen verschiedene Selektionskriterien (Werbewiderspruch, Maklersperrliste, etc.) berücksichtigt werden (siehe Anhang).  Es ist durchaus denkbar den automatisierten Versand zunächst nur für einzelne GeVos umzusetzen und dann sukzessive zu erweitern.   Die Anfrage bezieht sich zunächst explizit auf die ""alten Welt"". Für die LF wird in Q1/2024 eine Automatisierung der Neukundenbefragung umgesetzt (https://projektmanagement/jira/browse/DEM-251). Im Anschluss daran soll dann in 2024 auch eine Lösung für die Automatisierung der Bestandskundenbefragung in der ""neuen Welt"" angefordert werden. ";;3.0;;10700;2024-01-26 11:45:22;2024-07-23 15:47:39;;;0;2;547200.0;231120.0;316080;810953;;;;;;N
368036;;150;21800;b003069;b000648;b003069;10001;Erweiterung / Flexibilisierung Haftung Kranken;Neben den bestehenden Haftungsregeln (Standard = 24 Monate / Schlüssel 666 = halbe Haftung / Schlüssel 667 = doppelte Haftung) sollen weitere Haftungsdauern flexibel implementierbar sein.;;3.0;;10700;2024-01-29 10:42:40;2024-09-16 06:59:19.023;;;0;1;;0.0;66780;777880;;;;;;N
368142;;3012;12251;b000188;b001539;b000188;10100;2024 JBOSS-Migration auf JBOSS 7.4 / OCP AE-L-IND Zeitbuchung;2024 JBOSS-Migration auf JBOSS 7.4 AE-L-IND Zeitbuchung  Bevorzugt soll auf Projekte gebucht werden. Liegt kein Projekt zugrunde, kann auf das hier verknüpfte Zeitbuchungsticket gebucht werden.   ;;3.0;;10000;2024-01-29 14:34:09;2024-09-20 16:41:21;2023-12-31 00:00:00.000;;0;1;4104000.0;3488400.0;615600;810834;;;;;;N
368166;;33;20000;b000424;b000975;b000424;10100;Zeitbuchung 2024 ID 0469 - Jakob;Hier werden die Aufwände des MA verbucht, die in 2024 für das Projekt ID 0469 aufgewendet werden. Bei Buchung der Zeit Link zum JIRA-Auftrag einfügen. Keine Zeitbuchung im verlinkten JIRA-Auftrag. Der Planaufwand entspricht der zugesicherten Kapazität für das Projekt.;;3.0;;10000;2024-01-29 15:36:53;2024-07-31 17:39:01;;;0;1;711360.0;17820.0;693540;766516;;;;;;N
368176;;38;20000;b000424;b001129;b000424;10100;Zeitbuchung 2024 ID 0469 - Haubner;Hier werden die Aufwände des MA verbucht, die in 2024 für das Projekt ID 0469 aufgewendet werden. Bei Buchung der Zeit Link zum JIRA-Auftrag einfügen. Keine Zeitbuchung im verlinkten JIRA-Auftrag. Der Planaufwand entspricht der zugesicherten Kapazität für das Projekt.;;3.0;;10000;2024-01-29 15:45:10;2024-09-23 12:07:45.037;;;0;1;1258560.0;0.0;1320120;766519;;;;;;N
368355;;2172;16001;b000424;b001045;b000424;10100;Zeitbuchung 2024 ID 0417 - Putz;Hier werden die Aufwände des MA verbucht, die in 2024 für das Projekt ID 0417 aufgewendet werden. Bei Buchung der Zeit Link zum JIRA-Auftrag einfügen. Keine Zeitbuchung im verlinkten JIRA-Auftrag. Der Planaufwand entspricht der zugesicherten Kapazität für das Projekt.;;4.0;;10000;2024-01-30 09:23:44.000;2024-08-22 15:36:11;;;0;1;984960.0;807120.0;177840;763864;;;;;;N
368357;;2174;16001;b000424;b000031;b000424;10100;Zeitbuchung 2024 ID 0417 - Sigl;Hier werden die Aufwände des MA verbucht, die in 2024 für das Projekt ID 0417 aufgewendet werden. Bei Buchung der Zeit Link zum JIRA-Auftrag einfügen. Keine Zeitbuchung im verlinkten JIRA-Auftrag. Der Planaufwand entspricht der zugesicherten Kapazität für das Projekt.;;4.0;;10700;2024-01-30 09:25:27.020;2024-08-14 16:04:58;;;0;1;656640.0;627840.0;28800;764943;;;;;;N
368564;;153;21800;b000983;b000777;b000983;10100;Agenturdaten / ETL / alte Daten werden nicht gelöscht / Beziehungen;Clone zu https://projektmanagement/jira/browse/VCP2021-267 ;;3.0;;10700;2024-01-30 15:49:13;2024-08-02 16:46:30;;;0;3;;0.0;99900;777881;;;;;;N
368569;;154;21800;b000983;b000777;b000983;10100;DB2-Schulungen halten;;;3.0;;10700;2024-01-30 15:51:47;2024-08-02 16:45:35;;;0;1;410400.0;0.0;640800;777882;;;;;;N
368762;;36226;14006;b001702;b000500;b001702;10101;Jürgen Stiegler;;;3.0;10000.0;10002;2024-01-31 13:35:17;2024-08-07 09:17:58;;2024-08-07 09:17:58;0;0;;0.0;2482560;880417;;;;;;N
368914;;32720;12903;b001802;b003069;b001802;10001;ScrumOrga Zeitbuchung;Story ist für die Zeitbuchung bei Scrum-Terminen (Daily, Review, Retro, Planning, Workshops usw.) Übergreifende Zeitbuchung für AKAB Aufwände.;;3.0;;10700;2024-02-01 09:24:11;2024-09-27 14:54:42;;;0;1;32832000.0;7480731.0;25351269;667551;;;;;;N
369065;;598;20200;b003069;b003069;b003069;10100;Power BI: Konzepte prüfen: Anwenderdokumentation (regelmäßig);In den Konzepten soll die Aktualität des folgenden Konzeptes geprüft werden:   [1 Anwenderdokumentation - Datamanagement - NVG Wiki|https://architektur/wiki/display/DATMGMT/1+Anwenderdokumentation]  * Neue Punkte müssen laufend gesammelt und aufgenommen werden, z.B. Fehlermeldungen  * unter [Power BI Tipps und Tricks - Datamanagement - NVG Wiki|https://architektur/wiki/display/DATMGMT/Power+BI+Tipps+und+Tricks] prüfen, ob Dopplungen zu den Fehlermeldungen in der Anwenderdokumentation vorhanden sind oder neue Fehlermeldungen in der Anwenderdokumentation ergänzt werden müssen;;3.0;;10000;2024-02-01 15:15:00;2024-08-30 10:30:24;;;0;2;;0.0;14400;770827;;;;;;N
369070;;601;20200;b003069;b002239;b003069;10100;Power BI Desktop Update (quartalsweise);Updates für Power BI Desktop müssen durch den Power BI Desktop Produktverantwortlichen angestoßen werden.  Hierzu gehen wir auf ihn zu, wenn ein Update benötigt wird.  Die Updates beinhalten dann automatisch alle Änderungen, die bis zu dieser Version hinzugekommen sind.  Die Endanwender müssen über das Update informiert werden, z.B. über die Power BI Community;;3.0;10000.0;10002;2024-02-01 15:33:46;2024-06-17 09:15:48;;2024-06-17 09:15:48;0;2;;0.0;5400;771364;;;;;;N
369232;;3018;12251;b000697;b001483;b000697;10001;ADG 92;"Bitte Dynamisierung bei NESZ verhindern.  Besten DANK!!     Ergänzung: Bei Einschluss einer NESZ erlischt das Recht auf PLUS für NESZ, wenn aus NESZ im Rahmen eines Versicherungsfalls weg. schwerer Erkrankung eine Teilsumme gezahlt wird. Das Recht auf PLUS für die Hauptversicherung sowie weitere Zusatzvers. bleibt jedoch weiterhin bestehen.  Im Zuge der Umsetzung wurde ein neues ADG geschaffen; ADG 92 - Plus-Erhöhung ohne NESZ.  Ist das ADG gesetzt, erfolgt im Rahmen der Dynamischen Erhöhung nach NÜRNBERGER Plus keine Erhöhung für den vorhandenen Vertragsteil NESZ. Grundvertrag sowie Zusatzversicherung werden weiterhin erhöht.   Im Nachtrag aus AS081 wird der Passus ""Die Versicherungssumme bei schwerer Erkrankung bleibt unverändert."" angedruckt. Die Garantiewerte für NESZ werden nicht angedruckt.   ";;3.0;10000.0;10002;2024-02-02 13:26:03;2024-06-12 16:04:43;;2024-06-12 16:04:43;0;1;;0.0;112320;810668;;;;;;N
369674;;11137;11302;b001411;b001411;b001411;10100;BOSS - Wartung (geplant im PI Planning);Im PI Planning geplante Wartungsarbeiten   ;;3.0;;10700;2024-02-05 11:38:01;2024-09-24 06:30:07;;;0;2;;0.0;4695912;829616;;;;;;N
369676;;11138;11302;b001411;b001411;b001411;10100;BOSS - Weiterentwicklung (geplant im PI Planning);Weiterentwicklungen die über das PI Planning eingeplant wurden   ;;3.0;;10700;2024-02-05 11:40:14;2024-09-27 15:08:20;;;0;2;;0.0;15836544;829617;;;;;;N
369802;;24;21000;b001302;b003069;b001302;10001;Umsetzung: Projektarbeit Fachbereiche/IT/AE;Projektaufwand gesamt (außer PL/PMO - siehe Vorgang CSRD-9);;3.0;;10000;2024-02-05 17:11:21.003;2024-09-23 14:16:00.073;;;0;0;;0.0;11229660;766570;;;;;;N
